UMAP_1	UMAP_2	genotype
-5.84597674432258	0.948759958710852	KO
-3.43394652429084	-1.35746069196206	KO
-6.1678542238758	-0.692966654333887	KO
-6.25877419534187	1.46273438688773	KO
4.13783272680779	-1.03641624692422	KO
-3.27068677964668	-2.64924211743814	KO
-5.34586373391609	0.891969845261755	KO
-3.35713044229011	-0.579629852804957	KO
-3.37368241372566	-3.13397522214395	KO
-5.59053174081306	-0.90395660642129	KO
-3.42004219117622	-1.67322488072854	KO
-2.53539076867561	-1.51443214658242	KO
5.50601204809685	4.44508080240745	KO
-3.26183262887458	-2.62068195584756	KO
-5.80764571252327	1.6966066813137	KO
-2.26493362012367	-0.439845039877711	KO
-5.54137936654548	2.44573442694205	KO
-3.47571769776802	-2.48232860806924	KO
-1.34498081031303	-0.0755285764072515	KO
-2.76790014329414	-1.93719120267373	KO
-2.24479976716499	-0.00935335401040094	KO
5.39608153280755	1.73344041463393	KO
-6.50661746087532	0.914751932587805	KO
5.3249526875927	2.31056447383422	KO
-1.82934537950019	-0.550431444678126	KO
4.46207865652581	0.367202684846105	KO
-5.82915869775276	-0.726608946356592	KO
-2.90090981545906	0.20847289320487	KO
-4.95242062631111	2.40796448346633	KO
5.70815857824822	3.85217516180533	KO
4.6521969693615	0.963124439683142	KO
4.0236740964367	-0.576987221274195	KO
-6.06334773126106	1.55534796473044	KO
-1.13092062297325	-0.464232399496851	KO
4.47455176291008	-1.045433714423	KO
-3.97388402047615	-0.074442818198023	KO
5.66983040747185	4.47313766237754	KO
-5.71388236108284	2.60022275206107	KO
-2.1281563383625	1.22287415024299	KO
-5.84490958276252	-0.439605906042872	KO
-2.53283062997322	-1.62114329579812	KO
-0.902466167239948	-0.926847651037989	KO
-0.57953442308168	-0.102452948126612	KO
-5.08073798242073	-0.77222414258462	KO
-3.02849141183357	-2.10957212689858	KO
-5.26600686135749	-0.969443991217432	KO
-2.93657413545112	-2.10894890073281	KO
-5.35627356591682	-0.513564541373072	KO
-6.6399115664051	-0.25466985944253	KO
4.64241799292107	-0.270172073874293	KO
5.35650786337395	2.03214432355422	KO
5.52217110571404	4.49350766893882	KO
-3.03080717149238	-0.0497264409397222	KO
-0.542341251401706	-0.282326891455469	KO
-5.64046660485725	-0.644470169577418	KO
-3.17124668183784	-3.17360897305947	KO
-5.19650021615486	1.85571363624591	KO
-2.33218935552101	-1.87672753575784	KO
-1.72660926404457	0.192300484147253	KO
-0.780010883240505	-0.266064360174952	KO
-5.05023041787605	1.20645807739753	KO
-5.28664961877327	-1.15839166882974	KO
-5.45856038156013	-1.2402202630375	KO
-6.25484314980964	1.30836783405799	KO
-4.77602616372566	1.9860990947153	KO
-4.3845838648365	1.5041085934307	KO
-3.05026713433723	-1.73647542241555	KO
-5.21958485665779	0.243957564797582	KO
6.08360155996819	3.52697949167747	KO
4.93205889639397	-0.913299276861963	KO
-2.28624967160682	-2.43801660779458	KO
-6.20415774407844	1.46138976570624	KO
-5.04967061105232	2.31600587126273	KO
4.42747887548943	-0.182804539236841	KO
4.70645674643059	-1.06208367589456	KO
3.59373625692864	-0.0687083745334722	KO
-4.31983057084541	-1.75720710996133	KO
3.87411221441765	-0.47928710225564	KO
5.14277228292962	-0.60644979718667	KO
5.09406765875359	1.8374923324253	KO
-6.04747906747322	-0.606513216528711	KO
-4.63282791200141	0.948230311837377	KO
-3.29686490121345	-2.21993227246743	KO
4.17629870352288	-0.129111006293116	KO
4.30313643393059	-1.23724241498452	KO
4.4180136578991	-0.657270386252222	KO
-5.22911969247322	-0.454101994070826	KO
-4.19602838578682	-0.794807865652857	KO
-4.13817039552192	-1.29934854749185	KO
-2.13672569814186	-0.11460752728921	KO
-1.57229242148857	-1.85461778882485	KO
-5.78779402795295	2.07728033289719	KO
5.63852557119866	1.99967560228366	KO
-5.41040364327888	0.657185957398596	KO
-4.67735544267158	-1.76711507085305	KO
-2.33440617146949	0.00275807138937934	KO
-1.74753931584816	-1.49407334569436	KO
5.77206143316765	2.59818910118598	KO
-4.82691231790046	0.41238610502738	KO
4.8692494290783	-0.727509691748438	KO
-5.42098322930793	1.04445235487479	KO
-2.99903646531562	-0.487636044058619	KO
-4.61480203690986	-1.34888715985757	KO
-6.21572581353645	1.25646744724769	KO
4.77339848455925	-0.244669630560694	KO
-2.55098215165596	0.188210890259924	KO
3.9495774167492	-0.365955069098292	KO
-3.32937351289253	-2.08818407300454	KO
3.52265843328972	-0.310989811453638	KO
-3.79220930161933	0.992688224282446	KO
-0.59633544507484	-0.497714235815821	KO
-2.77221242013435	-0.648658945593653	KO
4.4963189023449	-0.893529369864283	KO
4.58221444067498	-0.0677227521274664	KO
-5.49635640206794	-1.37507076505166	KO
-4.89827481332283	2.18386385646123	KO
4.31837471899529	-0.714835598501978	KO
-3.89024678292732	-2.3136221909855	KO
-4.99854413094978	-1.28080196622354	KO
-2.96867791238288	-2.23594732526284	KO
-4.08024517121772	1.61422394272346	KO
-0.42859685841064	-0.75837440732461	KO
-5.38285437646369	2.6967829322483	KO
-6.13870469155769	-0.827658369574366	KO
-2.80113950791816	-0.0918440366123296	KO
-3.5131923300312	-0.825967505011378	KO
-3.00699201646308	-1.64278693440896	KO
-2.80589548173408	-3.02398605588418	KO
-4.2053412539051	-1.54862613919717	KO
-3.23324886384468	-0.274824097189722	KO
-3.58313122811775	-0.119446470770655	KO
-4.63944140496711	-1.35837621930581	KO
-2.74542037072639	-3.01926489118081	KO
-2.31802836480598	-1.59234256986123	KO
-1.87137130322914	-1.24623651746255	KO
-6.40233031335334	1.29725174662131	KO
6.09161576208611	3.44656734224814	KO
-1.94828811707954	-2.28568620923501	KO
-2.11312428536872	-3.01196642163735	KO
-2.07581630769233	-2.15803070310098	KO
-3.63968411508064	0.1701162314083	KO
-6.52827683511238	-0.677775337729273	KO
-2.80405441346626	-0.667747213873682	KO
-2.08479634347419	-2.2216221833561	KO
5.10789498266716	1.75312216636199	KO
-2.12993744435768	-2.0408966088627	KO
-3.61911455216865	-2.35759182218057	KO
-5.94043627801399	1.77332048174399	KO
4.80255755362053	0.334963247742834	KO
-3.84410348954658	-1.38278098348123	KO
-2.35752061429481	-2.85559578183633	KO
4.27978619513054	-0.209468081030665	KO
5.75145777639885	2.04553550538081	KO
-4.38246480050544	-2.34850759747964	KO
-5.12829915109138	-1.38593025449258	KO
-6.21711674752693	-0.083029940161524	KO
-4.33634940209846	-2.37513323071939	KO
-2.94658270898323	-2.51222629788857	KO
5.7082420247509	4.46686582323569	KO
-5.01559916558723	2.2995094960596	KO
4.73740395483513	-0.321813538107691	KO
4.68800648626824	-1.62908573392373	KO
-2.91558114114265	0.0273716902400873	KO
-4.13300648751716	1.25573609825629	KO
-2.91279474320869	-0.98506946805459	KO
4.48129900869866	-0.168550446066675	KO
-5.58706799569587	2.39201180693168	KO
-0.696235344289346	-0.523019506964503	KO
-6.49259987893562	-0.639074995550928	KO
6.01686533865471	3.19094066378135	KO
-5.46886340203743	2.43345035668868	KO
-4.81617919030647	-1.2308687711094	KO
-4.90471449914436	1.48084972855109	KO
-2.34131697240333	-0.623107626471338	KO
-2.10758760991554	-2.5602886224125	KO
-5.00097743096809	2.61126224752921	KO
-2.53141144338111	-0.201506331000147	KO
5.48170384344597	4.29179816004294	KO
4.94604453024407	-0.86500020268899	KO
-3.68534675660591	-1.88451333287698	KO
-2.49169746461372	-3.00042314771157	KO
-3.98467341485481	-0.795180037054835	KO
-5.20652619424324	-1.36740966084939	KO
5.31192978796502	2.41979371067542	KO
5.80834635672112	1.62278784867782	KO
5.51237019476433	4.60820321795005	KO
-5.85595217767219	-1.28385443929177	KO
4.54683312353631	-0.308823540243921	KO
-1.28150400939445	-1.80918069127542	KO
-4.56941357675056	-1.41364617589456	KO
-5.44228783669929	2.23310463186759	KO
-2.98211518350105	-0.765960886511622	KO
-6.13056317391853	1.41474388596076	KO
4.58715590414544	-0.905062630209742	KO
-5.77252045693855	1.16240857597846	KO
5.26251896795769	-0.257817938360987	KO
-4.87111655297737	-0.500752165350733	KO
-3.69562116685371	-1.36763592008096	KO
-5.835398588805	-0.947305634054957	KO
5.86101445135613	4.05255560633201	KO
3.99496277746697	-0.500423147711573	KO
-5.04637566628913	2.21673622783679	KO
-2.31610230031471	-0.398789598975001	KO
-3.75142232003669	-0.212783529791651	KO
-3.36871686997871	-2.06061525586587	KO
5.64692791876336	1.69649644252318	KO
-4.0134581667469	1.16773824450034	KO
-2.1638498646305	-2.64889927152139	KO
-5.58495799127082	-0.672675087485132	KO
-0.572367635099693	2.76653419491309	KO
-0.513167281179233	-0.13887281659585	KO
-0.48900355818729	-0.456316425833521	KO
4.79421051916619	-0.488573029074488	KO
-5.81926528039436	2.37442688700217	KO
5.53049811300774	2.10798411500114	KO
-3.66632405343513	-1.01730246785623	KO
-4.37142864289741	-0.200320913824854	KO
-4.76280060830574	2.36306341048736	KO
-3.31955996575813	-1.22832389119607	KO
-4.77599803033332	2.59238301273841	KO
4.5969310658886	1.06965594049949	KO
-5.5842851740406	2.56485085245627	KO
-3.03175679269294	-0.095105602774439	KO
-2.44285980287056	-2.59145899060708	KO
-4.54909363809089	0.273647592034521	KO
5.23905953344841	1.36626838203925	KO
-3.43376461091499	-2.04375572446328	KO
-3.48565021577339	0.109885499444189	KO
5.68964919027825	1.75951756593245	KO
-1.63491729321937	-2.42032118085366	KO
4.61671694693108	-0.880223467383204	KO
5.00131329473992	2.0195017015602	KO
-2.47174504819374	-2.95399780515176	KO
-2.88124838891487	-2.7670323396061	KO
-4.74394455972175	2.4740023469593	KO
-2.42732504430275	-0.0634631657932379	KO
5.9194465535595	4.27186565157432	KO
-4.19373622956733	-0.0305029893253423	KO
6.02625712332268	3.5643599486019	KO
-1.91307381215553	-2.36377878430825	KO
-3.21387234750251	-0.460576250586329	KO
5.82076701101799	2.14823433813113	KO
-4.59515110078315	2.69075398203391	KO
-4.51822677674751	-2.80460615399819	KO
-3.98688522401313	-2.73695583585244	KO
-5.33449116769294	1.01994793173331	KO
5.6560884374096	4.02098254915732	KO
-2.15859547677497	-2.78996439221841	KO
-1.54026928964119	-2.03683252576333	KO
6.27938231405755	3.36284546610373	KO
5.02191218313714	2.19584640916842	KO
-4.79118434014778	1.61408545133132	KO
5.58306893286248	3.28803591486472	KO
-6.46050635400276	0.523960039582434	KO
-2.78776184144477	-2.1749331498478	KO
5.14240702566643	1.84286208507079	KO
-2.66784277978401	-2.69411344769937	KO
-3.2522858721302	-1.40675564053994	KO
-4.34192291322212	0.190859601464453	KO
-2.06000498357276	-2.3600146317814	KO
-0.868540291218563	-0.603004887137232	KO
-2.56560746255378	-0.110440208945093	KO
-2.18149856152992	-0.600279047522364	KO
-6.70030966821174	-0.403119041952906	KO
-4.14498916688423	-2.55500240567666	KO
-2.13342443528633	-1.0941340470646	KO
-5.9050916773365	0.350019381013098	KO
4.10340842184563	-0.0956437135074713	KO
4.4169240849926	-0.986060812506495	KO
-5.07419959130744	-1.23517580274087	KO
-2.83788887086372	-2.3931915307377	KO
-2.77420631471138	0.238240406480017	KO
3.39256533560296	-0.100025131735621	KO
-0.342680428652568	-0.451344921622095	KO
-4.6922010523365	-0.103314592871485	KO
5.91910513815423	4.09833745714683	KO
-2.90581337037544	-2.46983928922158	KO
-2.74318710389595	-2.06208820584756	KO
5.88506802496453	3.24181656595725	KO
-4.27499571862678	-0.298616840872584	KO
-6.28269234719734	0.961152837243261	KO
4.16511067327996	0.564912722077551	KO
-0.561208237438007	-0.0790364289615728	KO
-1.88005069318275	-1.21795053723794	KO
-5.02871075692634	1.8299185192253	KO
-4.51687923493843	2.20320209172029	KO
-2.98506513658027	-1.54808516744119	KO
-1.85776558938484	-2.53294916394692	KO
-1.48778728070716	-0.355948164496241	KO
-5.54462328973274	2.08834872683916	KO
4.93539627966423	1.48706190344352	KO
4.15139302191277	0.241430208649816	KO
-5.75317421975593	-1.00434346440774	KO
-1.78889969411354	-2.28602094892007	KO
-6.56743660989265	-0.162433817419825	KO
6.1737075704052	3.50340299364585	KO
5.05502232489129	2.10719020907241	KO
-4.42136040750007	-1.96245117429238	KO
5.85412558493157	4.26337842699546	KO
-3.1987711531208	-1.17639870885354	KO
-3.32086912217598	-0.726895287070093	KO
5.5430136578991	4.29160504099387	KO
-0.78481487604837	-0.226831152472315	KO
-4.51426235261421	2.37719561215896	KO
5.51047238287468	1.88990740534324	KO
-3.63244834962348	-0.721447660956202	KO
-1.62537828507881	-0.181042149100123	KO
5.9250675099804	3.73385827299613	KO
-6.6200141054676	-0.839925720724878	KO
-2.68929544511299	-2.85752220395547	KO
-2.45079377713661	-2.29241628888589	KO
4.73235329565545	-0.860637142691431	KO
-6.69470587792854	-0.0399329209659673	KO
6.33871802267571	3.3396616434719	KO
-6.59040156426887	0.300951168503942	KO
5.24536808905144	2.3989453470375	KO
4.55251606878777	-0.960751488241968	KO
-3.76353517594795	-0.638172819647608	KO
4.08509787497063	-0.510284616980372	KO
-5.82988015237312	-0.713729813132105	KO
-2.82757845941047	-1.62385006192666	KO
-5.24157992425422	2.13578386661071	KO
-6.60407820764045	0.776193306412878	KO
-3.70107689919929	-2.51518793347817	KO
-5.08109751763801	2.65047399755973	KO
-2.8705662828968	-0.393926813635645	KO
-6.14041987481575	1.04071764704246	KO
-4.35146990838508	0.345243618455114	KO
-6.41321841302375	-0.389773561987696	KO
-4.08874646249275	-0.438366606268702	KO
-2.23803511682014	-1.52474923375588	KO
-5.16518298211555	-0.974888041052637	KO
5.41785773214837	4.42497997042197	KO
-6.43113175454597	1.01224188562888	KO
-5.82947150292854	1.26545076128501	KO
-0.496498007802768	-0.279342367682276	KO
5.58642872747918	4.34611587282676	KO
-4.25726119103889	1.12319092508811	KO
-5.32675257745246	2.13070951831001	KO
-4.56734887185554	-0.0931179070804693	KO
-2.4875530344532	-1.11389775517922	KO
-3.26407638612251	-1.2084078336094	KO
-4.07453361573677	-0.41703124288064	KO
-3.41215268197517	-0.631674721274195	KO
-4.69959441247444	2.59649650808829	KO
-4.05951491418342	-2.24045105222207	KO
-6.64535084786872	-0.32395811322671	KO
4.17555245337029	-0.628505423102198	KO
5.75950964865227	2.42633266803283	KO
-6.51322547021369	0.178241655793371	KO
-5.25192967477302	1.76551587935943	KO
-1.90743771615486	-0.72132606748086	KO
5.23723372396965	2.43398992773551	KO
-6.39843503060798	1.00105218645591	KO
-3.72800556245307	-1.10312099698525	KO
-4.54474488320808	2.40843080040473	KO
-4.69330588403205	1.81342954989928	KO
-5.2624119860218	2.57292728182334	KO
4.41002043661614	0.37191455122489	KO
-4.5679539782093	1.99420449193973	KO
-4.02568069520454	-1.58986230138284	KO
-4.64121523919563	-0.208268597159205	KO
-2.30092695775489	1.07563619371909	KO
5.25682362494011	2.21666801032084	KO
-4.96426144662361	2.43569560405272	KO
-1.51491246047477	-2.02712984326821	KO
-2.42599836411933	0.915882871117773	KO
4.94940432486077	-0.631061031851587	KO
5.01669272360344	-0.66643948796731	KO
-3.36380640092353	-3.14343805554849	KO
-2.66297284188728	-1.92013998273355	KO
-2.9287892920063	-0.165520861182032	KO
-4.39519516053657	-0.154677584204493	KO
5.12290438589592	2.24296228643912	KO
-3.21487799706916	-2.22565527204019	KO
5.52152832922478	1.50045923944968	KO
5.05336150106926	1.92096576150912	KO
4.76765355047722	-0.586251452002344	KO
-5.16097966256599	-0.763820841345606	KO
-4.59138742509346	-2.60434694531899	KO
-6.66543904366951	0.111205503907385	KO
-3.17268386903266	-2.92209644559365	KO
4.31608923849602	-0.788395121130762	KO
-3.22009721818428	-0.533365681204615	KO
-3.40262476029853	-0.927180483374415	KO
-2.88301673951606	-2.60188694241982	KO
-4.59143963876228	2.68051283117789	KO
-6.41837922158699	-0.423351004156885	KO
5.87409266409417	1.80672080871123	KO
5.62700423178215	1.9275959288742	KO
-2.23703042092781	-2.81743784192544	KO
-5.35971871438484	1.44660387989539	KO
-2.13290265622596	-0.357224180731592	KO
-4.01367441239814	-2.02172727826577	KO
-4.20376435342292	-0.00995679143410699	KO
5.63943728384514	2.74141441341895	KO
-6.39065304818611	1.04395465609092	KO
-2.70113650384407	-2.12872238400918	KO
5.84454544958611	3.60009245630759	KO
-3.34158721986274	-1.7273504281376	KO
-3.14017525735359	-0.686314060721216	KO
-5.8917221170948	-0.807928278479395	KO
-1.57183197560768	-1.16983909848672	KO
5.53746947226067	4.41804771181602	KO
-5.12951317849617	-1.35727973226052	KO
-4.39222613397102	-0.589162066016016	KO
-5.40036955895881	2.17415484842319	KO
-2.01009574952583	-0.220856859717188	KO
4.57353934225579	-0.766899302038965	KO
-4.45312539163093	-0.372411444220362	KO
3.90620383200188	-0.602292254004297	KO
-4.67626491609077	-0.336646750006495	KO
-4.64404979768257	2.59425674435157	KO
-4.4694797140644	1.88067056294936	KO
-3.39862242761116	-3.04228754285317	KO
-5.1606053453968	-0.905880644354639	KO
-2.98921552720527	-3.03319235089761	KO
-2.18994406285743	0.970256612267675	KO
-6.43335429254036	1.23261867519874	KO
-0.541161317853733	-0.228164866003809	KO
-1.31977960887413	-1.29301805737954	KO
-2.24769524159889	-2.25727768186074	KO
-2.72337142053108	-2.97557850125772	KO
-5.47108212533454	2.69695209023017	KO
-2.96974602761726	-3.14080639127236	KO
5.71988305029412	3.59053771254081	KO
-3.76478687348823	-0.345103695425806	KO
4.94277056631585	1.15888623949546	KO
5.88211687979241	3.50113658663291	KO
4.78835305151482	-0.492784931692896	KO
-4.32699528756599	-1.78331179860574	KO
5.80904492315789	4.27820305582541	KO
-5.08313647332649	-0.509080126318751	KO
-3.40591183724861	-2.47344894650918	KO
-5.32647219720344	2.56446518060225	KO
5.51002987799187	4.14911751505393	KO
5.32924469885369	1.4817805146839	KO
5.93259056982537	1.76077444907683	KO
4.64554985937615	0.838588879075231	KO
-4.13404837670784	1.23093538042563	KO
-3.93413034501533	-1.7537495637272	KO
-3.87332740846138	0.477513596978369	KO
-4.76398888650398	-1.38669104817849	KO
5.73137053427239	4.33428196665305	KO
-2.98472539010505	-0.344965651068506	KO
3.65340193686028	0.395908877816381	KO
4.79983195242424	1.01766173597831	KO
-1.30712226453285	3.12499098536033	WT
-0.853513408927722	3.62032906767386	WT
-1.42276582541923	2.91434918400306	WT
-1.35961327376823	2.94639651533622	WT
-0.797469836203857	3.82296221014518	WT
-1.55417696061592	2.86701099630851	WT
-0.665920428475841	3.71255306955832	WT
-0.908854280142589	3.63390462156791	WT
-0.920771260289951	3.66445963140983	WT
-1.6349266511486	2.93864552732963	WT
-0.983183239130779	3.93093673941154	WT
-0.853998024492069	3.6374607538845	WT
-0.745817114143177	3.61639230009574	WT
-1.12208193960647	3.38005296942252	WT
-1.19987211051445	3.23846189734	WT
-0.598218579320713	3.77467183825034	WT
-0.684540712750061	2.8764235829975	KO
-0.401391122965618	3.56653742548484	KO
-0.754134472935005	3.05554108377952	KO
-0.730780434338851	2.95735804792899	KO
-0.358194146780773	3.33454065081138	KO
-0.493582714824481	3.42556385752219	KO
-0.67167517217855	3.59750191923636	KO
-0.601142783193393	3.14740185495872	KO
-0.497480202941699	3.47765795942801	KO
-0.560388204185768	3.3536586022045	KO
-0.523924086718364	3.62716762777823	KO
