UMAP_1	UMAP_2	genotype	cluster	expression
-8.43514161664455	-0.489296719506012	WT	0	3.27536625101862
10.548544830499	-0.00042848296426401	WT	1	1.57833801178874
-0.375753575148274	0.755580142066254	WT	2	3.14676513382299
-6.27101903516262	-0.735019251778351	WT	0	3.93199468071407
9.11246389788182	0.37272877983786	WT	1	2.1075484182851
-8.6345902021548	-1.89668802924417	WT	0	2.88818332552443
-0.602608495535542	1.17198748879172	WT	2	2.10802478163348
-6.80853896695583	-0.635526225044952	WT	0	3.59624300167734
-6.37083011228054	0.491337850615753	WT	0	3.87781682778727
-6.25129991132229	-0.827975079491364	WT	0	3.89856838143124
-7.04300647336452	-0.160497948601471	WT	0	4.15170878613784
-6.77719979840725	-0.773585364296661	WT	0	3.58624932424756
-2.68652992803066	1.2520840912316	WT	2	3.80747765182891
-2.45662503797023	0.530114248320831	WT	2	2.67006170336998
-5.79980092603176	-1.01121096320413	WT	0	4.31272225287861
-1.08134763795345	0.695048168227447	WT	2	1.61935115273067
9.81049150866063	1.34541709713675	WT	1	2.24872032395229
9.66680426043065	1.12351520352103	WT	1	2.12121255350038
10.2837619249204	0.328164651915802	WT	1	2.20114527739089
-8.32166963178127	-0.711444184258209	WT	0	3.88068974841659
10.5249165956357	1.54093284897543	WT	1	2.24181853511694
-2.76016049939602	-0.0335510224845277	WT	2	3.87621835067842
-2.81507187444179	0.0774988680336608	WT	2	3.12999480604898
-0.682559245409657	0.128223851248993	WT	2	2.92665049954
-7.28119283277004	-0.603647515251862	WT	0	3.77386420233217
-8.27648263532131	-2.17757467932962	WT	0	3.20845714627018
9.92548365038426	0.529149964377655	WT	1	2.04575737058196
-1.71499639111965	-0.263685032799469	WT	2	2.77242132740519
-6.18855147916286	0.0799304991219176	WT	0	3.59787807492172
-2.55157094556301	-0.102864310219513	WT	2	3.50030781543142
7.85472387712986	0.45571263127066	WT	1	2.98889582012988
6.67729086321385	0.984308198020233	WT	0	3.10228691087804
8.14712137621434	0.971898749396576	WT	1	2.18033763250941
7.88896746080906	0.705501034781708	WT	1	2.24698934594934
6.30296701830418	1.03867907814719	WT	0	3.77889564210692
8.28605169695408	0.489369347617401	WT	1	2.52224285400539
6.18586344164402	0.786597326323761	WT	0	3.52396944156624
6.42660087984593	0.709522798583282	WT	0	4.03016918082627
6.27728075426609	0.968303397223724	WT	0	4.28386602728682
8.08770079058201	0.517378643080963	WT	1	2.42760979422757
6.57692713182957	0.837070658728851	WT	2	1.97469697126974
6.46087927263768	0.803272917792572	WT	0	3.43410106339131
6.42488283556492	1.01944096379019	WT	0	3.03128597709759
7.16362995546849	0.874942973181976	WT	1	0.891229172249388
7.60069317263157	0.779331877753509	WT	1	2.23284851693176
6.27619785707981	0.66441304974295	WT	0	3.10252109919077
